CDSCode,Short_CDS,NCESDist,NCESSchool,County,District,School,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,DOCType,SOCType,EdOpsName,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,LastUpdate
39103976069215,6069215,0691031,07179,San Joaquin,San Joaquin County Office of Education,San Joaquin County Special Education,PO Box 213030,PO Box 213030,Stockton,95213-9030,CA,(209) 468-9279,NA,http://sjcoe.org/specialeducation,1980-07-01,NA,N,County Office of Education (COE),Special Education Schools (Public),Special Education School,Elementary-High Combination,P-12,K-12,N,37.908333,-121.23275,2016-09-21
39684860000000,0000000,0603870,NA,San Joaquin,Banta Elementary,NA,22375 South El Rancho Road,22375 South El Rancho Rd.,Tracy,95304-9413,CA,(209) 229-4651,NA,http://bantaesd.net,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,37.756061,-121.37295,2016-07-08
39684860131789,0131789,0603870,13850,San Joaquin,Banta Elementary,NextGeneration STEAM Academy,18001 Commercial Street,18001 Commercial St.,Lathrop,95330-8543,CA,(209) 229-4736,NA,http://nextgen.bantaesd.net,2015-08-11,NA,Y,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.767313,-121.42908,2016-07-20
39684866041750,6041750,0603870,00354,San Joaquin,Banta Elementary,Banta Elementary,22345 South El Rancho Road,22345 South El Rancho Rd.,Tracy,95304-9413,CA,(209) 229-4650,NA,http://bes.bantaesd.net,1980-07-01,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.756066,-121.37288,2016-08-24
39685020000000,0000000,0612840,NA,San Joaquin,Escalon Unified,NA,1520 Yosemite Avenue,1520 Yosemite Ave.,Escalon,95320-1753,CA,(209) 838-3591,NA,www.escalonusd.org,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,37.798591,-120.99416,2017-01-13
39685020126011,0126011,0612840,13059,San Joaquin,Escalon Unified,Escalon Charter Academy,1520 Yosemite Avenue,1520 Yosemite Ave.,Escalon,95320-1753,CA,(209) 838-7177,NA,www.escalonusd.org/,2012-08-20,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,N,37.796836,-120.99558,2015-08-06
39685023930054,3930054,0612840,08831,San Joaquin,Escalon Unified,Vista High (Continuation),1520 Yosemite Avenue,1520 Yosemite Ave.,Escalon,95320-1753,CA,(209) 838-1450,NA,NA,1980-07-01,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,11-12,N,37.798591,-120.99416,2016-08-23
39685023932308,3932308,0612840,01448,San Joaquin,Escalon Unified,Escalon High,1528 East Yosemite Avenue,1528 East Yosemite Ave.,Escalon,95320-1753,CA,(209) 838-7073,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,37.798639,-120.99427,2016-08-18
39685026041784,6041784,0612840,09364,San Joaquin,Escalon Unified,Collegeville Elementary,6701 South Jack Tone Road,6701 South Jack Tone Rd.,Stockton,95215-9556,CA,(209) 941-2007,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.906479,-121.14738,2015-06-18
39685026041792,6041792,0612840,01446,San Joaquin,Escalon Unified,Dent Elementary,1998 Yosemite Avenue,1998 Yosemite Ave.,Escalon,95320-1845,CA,(209) 838-7031,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.798279,-120.98985,2015-06-18
39685026041800,6041800,0612840,01449,San Joaquin,Escalon Unified,Farmington Elementary,PO Box 68,PO Box 68,Farmington,95230-0068,CA,(209) 886-5344,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.929994,-121.00382,2015-06-18
39685026041834,6041834,0612840,01450,San Joaquin,Escalon Unified,Van Allen Elementary,21051 East Highway 120,21051 East Highway 120,Escalon,95320-9798,CA,(209) 838-2931,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.798513,-121.051,2016-08-18
39685026070957,6070957,0612840,01447,San Joaquin,Escalon Unified,El Portal Middle,805 First Street,805 First St.,Escalon,95320-1508,CA,(209) 838-7095,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.794359,-121.00231,2015-06-18
39685440000000,0000000,0618840,NA,San Joaquin,Jefferson Elementary,NA,1219 Whispering Wind Drive,1219 Whispering Wind Dr.,Tracy,95377-8269,CA,(209) 836-3388,NA,www.jeffersonschooldistrict.com,NA,NA,NA,Elementary School District,NA,NA,NA,NA,NA,NA,37.700261,-121.44089,2017-01-17
39685440105718,0105718,0618840,11411,San Joaquin,Jefferson Elementary,Anthony C. Traina Elementary,4256 Windsong Drive,4256 Windsong Dr.,Tracy,95377-8739,CA,(209) 839-2379,NA,NA,2004-08-18,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.70048,-121.44313,2015-10-02
39685446041875,6041875,0618840,02277,San Joaquin,Jefferson Elementary,Jefferson,7500 West Linne Road,7500 West Linne Rd.,Tracy,95304-9278,CA,(209) 835-3053,NA,NA,1980-07-01,NA,N,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,5-8,5-8,N,37.696089,-121.39811,2015-10-05
39685446110373,6110373,0618840,01330,San Joaquin,Jefferson Elementary,Monticello Elementary,1001 Cambridge Place,1001 Cambridge Pl.,Tracy,95377-7500,CA,(209) 833-9300,NA,NA,1992-01-06,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-4,K-4,N,37.707123,-121.43769,2015-06-18
39685446117618,6117618,0618840,08615,San Joaquin,Jefferson Elementary,Tom Hawkins Elementary,475 Darlene Lane,475 Darlene Ln.,Tracy,95377-7039,CA,(209) 839-2380,NA,NA,2000-08-23,NA,N,Elementary School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.704716,-121.42089,2015-06-18
39685690000000,0000000,0621690,NA,San Joaquin,Lincoln Unified,NA,2010 West Swain Road,2010 West Swain Rd.,Stockton,95207-4055,CA,(209) 953-8700,NA,www.lusd.net,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,38.000321,-121.33516,2017-01-17
39685690116442,0116442,0621690,13335,San Joaquin,Lincoln Unified,Special Education Preschool DIS,6225 North Harrisburg Place,6225 North Harrisburg Pl.,Stockton,95207-3537,CA,(209) 953-8726,NA,NA,2007-07-01,NA,N,Unified School District,Preschool,Traditional,Preschool,P,NA,N,38.003125,-121.33278,2017-02-08
39685690132415,0132415,0621690,13919,San Joaquin,Lincoln Unified,John McCandless Charter,1700 Porter Way,1700 Porter Way,Stockton,95207-4129,CA,(209) 953-8712,NA,www.lusd.net/,2015-08-19,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-5,N,38.002685,-121.33125,2016-05-05
39685690132829,0132829,0621690,NA,San Joaquin,Lincoln Unified,Lincoln Unified Preschool,2016 Paloma Avenue,2016 Paloma Ave.,Stockton,95209,CA,(209) 953-8731,NA,NA,2015-08-31,NA,N,Unified School District,Preschool,Traditional,Preschool,P,NA,N,38.023951,-121.33865,2017-04-05
39685693933793,3933793,0621690,02582,San Joaquin,Lincoln Unified,Village Oaks High,1900 West Swain,1900 West Swain,Stockton,95207-3439,CA,(209) 953-8740,NA,NA,1980-07-01,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,9-12,N,38.000094,-121.33286,2017-01-19
39685693933801,3933801,0621690,02579,San Joaquin,Lincoln Unified,Lincoln High,6844 Alexandria Place,6844 Alexandria Pl.,Stockton,95207-2401,CA,(209) 953-8920,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,38.010567,-121.33939,2017-02-14
39685696041891,6041891,0621690,02575,San Joaquin,Lincoln Unified,Colonial Heights,8135 Balboa Avenue,8135 Balboa Ave.,Stockton,95209-2920,CA,(209) 953-8783,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,38.023034,-121.3351,2017-01-17
39685696041909,6041909,0621690,02577,San Joaquin,Lincoln Unified,John R. Williams,2450 Meadow Avenue,2450 Meadow Ave.,Stockton,95207-1331,CA,(209) 953-8767,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.01865,-121.3449,2015-06-18
39685696041917,6041917,0621690,02578,San Joaquin,Lincoln Unified,Lincoln Elementary,818 West Lincoln Road,818 West Lincoln Rd.,Stockton,95207-2513,CA,(209) 953-8651,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.01373,-121.32319,2015-06-18
39685696041925,6041925,0621690,02581,San Joaquin,Lincoln Unified,Sierra Middle,6768 Alexandria Place,6768 Alexandria Pl.,Stockton,95207-3407,CA,(209) 953-8748,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,38.007432,-121.33881,2015-06-18
39685696041933,6041933,0621690,02583,San Joaquin,Lincoln Unified,Tully C. Knoles,6511 Clarksburg Place,6511 Clarksburg Pl.,Stockton,95207-3222,CA,(209) 953-8775,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,38.002733,-121.34428,2016-11-10
39685696095210,6095210,0621690,02580,San Joaquin,Lincoln Unified,Mable Barron,6835 Cumberland Place,6835 Cumberland Pl.,Stockton,95219-3238,CA,(209) 953-8795,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,38.009032,-121.36327,2015-06-18
39685696104020,6104020,0621690,08875,San Joaquin,Lincoln Unified,Claudia Landeen,4128 Feather River Drive,4128 Feather River Dr.,Stockton,95219-6541,CA,(209) 953-8660,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.980199,-121.34414,2016-11-10
39685696105738,6105738,0621690,08876,San Joaquin,Lincoln Unified,Don Riggio,3110 Brookside Road,3110 Brookside Rd.,Stockton,95219-2357,CA,(209) 953-8753,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.978189,-121.3537,2015-06-18
39685696111462,6111462,0621690,02775,San Joaquin,Lincoln Unified,Brookside,2962 Brookside Road,2962 Brookside Rd.,Stockton,95219-7901,CA,(209) 953-8641,NA,NA,1993-08-30,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.97594,-121.3501,2015-06-18
39685770000000,0000000,0621810,NA,San Joaquin,Linden Unified,NA,18527 East Main Street,18527 East Main St.,Linden,95236-9584,CA,(209) 887-3894,NA,www.lindenusd.com,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,38.021787,-121.0811,2016-08-23
39685770118307,0118307,0621810,12338,San Joaquin,Linden Unified,Pride Continuation,100 North Jack Tone Road,100 North Jack Tone Rd.,Stockton,95215-9575,CA,(209) 887-3894,NA,NA,2008-08-18,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,10-12,N,37.96945,-121.14867,2015-06-18
39685773930252,3930252,0621810,13292,San Joaquin,Linden Unified,Linden Adult,18257 East Main Street,18257 East Main St.,Linden,95236,CA,NA,NA,NA,1993-08-01,NA,N,Unified School District,Adult Education Centers,Traditional,Adult,Adult,NA,N,38.019846,-121.08915,2016-01-29
39685773933959,3933959,0621810,02589,San Joaquin,Linden Unified,Linden High,18527 East Front Street,18527 East Front St.,Linden,95236-9703,CA,(209) 887-3073,NA,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,38.021357,-121.08893,2015-06-18
39685776041966,6041966,0621810,02586,San Joaquin,Linden Unified,Glenwood Elementary,2005 North Alpine Road,2005 North Alpine Rd.,Stockton,95215-9763,CA,(209) 931-3229,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.99099,-121.19599,2015-06-18
39685776041974,6041974,0621810,02588,San Joaquin,Linden Unified,Linden Elementary,18100 West Front Street,18100 West Front St.,Linden,95236-9701,CA,(209) 887-3600,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-4,K-4,N,38.021151,-121.09467,2015-06-18
39685776041990,6041990,0621810,02590,San Joaquin,Linden Unified,Waterloo Elementary,7007 North Pezzi Road,7007 North Pezzi Rd.,Stockton,95215-9113,CA,(209) 931-0818,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,5-8,5-8,N,38.032077,-121.19419,2016-07-26
39685776042006,6042006,0621810,02591,San Joaquin,Linden Unified,Waverly Elementary,3507 Wilmarth Road,3507 Wilmarth Rd.,Stockton,95215-1114,CA,(209) 931-0735,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,38.000162,-121.22827,2015-10-08
39685850000000,0000000,0622230,NA,San Joaquin,Lodi Unified,NA,1305 East Vine Street,1305 East Vine St.,Lodi,95240-3148,CA,(209) 331-7000,NA,www.lodiusd.net,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,38.12338,-121.24986,2015-06-23
39685850100560,0100560,0622230,11356,San Joaquin,Lodi Unified,Lois E. Borchardt Elementary,375 Culbertson Drive,375 Culbertson Dr.,Lodi,95240-8873,CA,(209) 331-8212,NA,NA,2003-07-28,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.103327,-121.26485,2015-07-22
39685850101956,0101956,0622230,11341,San Joaquin,Lodi Unified,Aspire Benjamin Holt College Preparatory Academy,"1001 22nd Avenue, Suite 100","1001 22nd Ave., Ste. 100",Oakland,94606,CA,(209) 955-1477,NA,www.aspirepublicschools.org,2003-07-28,NA,Y,Unified School District,K-12 Schools (Public),Traditional,High School,9-12,9-12,N,38.037047,-121.27444,2016-07-21
39685850102632,0102632,0622230,11413,San Joaquin,Lodi Unified,Ansel Adams,9275 Glacier Point Drive,9275 Glacier Point Dr.,Stockton,95212-3494,CA,(209) 953-9601,NA,NA,2004-07-27,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.035165,-121.27439,2015-06-18
39685850102640,0102640,0622230,11414,San Joaquin,Lodi Unified,Millswood Middle,233 North Mills Ave,233 North Mills Ave,Lodi,95242-2954,CA,(209) 331-8332,NA,NA,2004-07-27,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-9,N,38.137341,-121.29879,2015-08-07
39685850102657,0102657,0622230,11415,San Joaquin,Lodi Unified,Christa McAuliffe Middle,3880 Iron Canyon Circle,3880 Iron Canyon Cir.,Stockton,95209-3612,CA,(209) 953-9432,NA,www.lodiusd.net,2004-07-27,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,7-8,N,38.046565,-121.36635,2015-06-18
39685850108209,0108209,0622230,11416,San Joaquin,Lodi Unified,Ellerth E. Larson Elementary,2375 Giannoni Way,2375 Giannoni Way,Lodi,95242-4795,CA,(209) 331-8391,NA,NA,2005-08-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.103065,-121.30314,2015-07-22
39685850108217,0108217,0622230,11417,San Joaquin,Lodi Unified,Manlio Silva Elementary,6250 Scott Creek Drive,6250 Scott Creek Dr.,Stockton,95219-7244,CA,(209) 953-9302,NA,NA,2005-08-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.05378,-121.39286,2015-06-18
39685850108225,0108225,0622230,11418,San Joaquin,Lodi Unified,Ronald E. McNair High,9550 Ronald East McNair Way,9550 Ronald East McNair Way,Stockton,95210-2800,CA,(209) 953-9245,NA,www.lodiusd.net,2005-08-15,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,38.039564,-121.29987,2015-06-18
39685850111286,0111286,0622230,11774,San Joaquin,Lodi Unified,George Lincoln Mosher,3220 Buddy Holly Drive,3220 Buddy Holly Dr.,Stockton,95212-2708,CA,(209) 953-9298,NA,NA,2006-07-31,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.0336,-121.2752,2015-06-18
39685850111419,0111419,0622230,11775,San Joaquin,Lodi Unified,Woodbridge,1290 Lilac Street,1290 Lilac St.,Lodi,95242-9127,CA,(209) 331-8160,NA,www.lodiusd.net,2006-07-31,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.14902,-121.30476,2016-07-20
39685850116608,0116608,0622230,12344,San Joaquin,Lodi Unified,Podesta Ranch Elementary,9950 Windmill Park Drive,9950 Windmill Park Dr.,Stockton,95209-4326,CA,(209) 953-3388,NA,www.lodiusd.net,2008-07-28,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,38.047272,-121.32433,2015-07-22
39685850122580,0122580,0622230,12723,San Joaquin,Lodi Unified,Rio Valley Charter,"1110 West Kettleman Drive, Suite 10","1110 West Kettleman Drive, Ste. 10",Lodi,95240-6602,CA,(209) 368-4934,NA,www.riovalley.org,2010-08-16,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,C,38.11421,-121.28687,2017-04-05
39685850122879,0122879,0622230,12737,San Joaquin,Lodi Unified,Walter J. Katnich Community Day,13451 North Extension Road,13451 North Extension Rd.,Lodi,95242-9249,CA,(209) 331-7331,NA,NA,2010-10-25,NA,N,Unified School District,District Community Day Schools,Community Day School,High School,7-12,9-12,N,38.10053,-121.31056,2016-08-05
39685850125369,0125369,0622230,12997,San Joaquin,Lodi Unified,Turner Academy at Tokay Colony,13520 East Live Oak Road,13520 East Live Oak Rd.,Lodi,95240-9309,CA,(209) 331-2182,NA,NA,2012-07-30,NA,N,Unified School District,Special Education Schools (Public),Special Education School,Elementary,K-8,2-8,N,38.07969,-121.14979,2015-06-18
39685850132837,0132837,0622230,NA,San Joaquin,Lodi Unified,Henderson,13451 North Extension Road,13451 North Extension Rd.,Lodi,95242-9249,CA,(209) 331-8275,NA,NA,2015-08-03,NA,N,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Intermediate/Middle/Junior High,7-8,7-8,N,38.100342,-121.31166,2016-05-10
39685850133678,0133678,0622230,13963,San Joaquin,Lodi Unified,Aspire Benjamin Holt Middle School,1001 22nd Avenue,1001 22nd Ave.,Oakland,94606,CA,(510) 434-5000,NA,www.aspirepublicschools.org,2016-08-01,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,38.038336,-121.27086,2016-07-27
39685853930187,3930187,0622230,13612,San Joaquin,Lodi Unified,Lodi Adult,542 East Pine Street,542 East Pine St.,Lodi,95240-3034,CA,(209) 331-7605,NA,NA,1980-07-01,NA,N,Unified School District,Adult Education Centers,Traditional,Adult,Adult,NA,N,38.133595,-121.26082,2016-01-29
39685853930237,3930237,0622230,10314,San Joaquin,Lodi Unified,Bear Creek High,10555 Thornton Road,10555 Thornton Rd.,Stockton,95209-4100,CA,(209) 953-8234,NA,NA,1991-07-30,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,38.051138,-121.3513,2016-07-20
